"item1_1_player","item2_1_player","item3_1_player","item4_1_player","item5_1_player","item6_1_player","item7_1_player"
"Doran's Ring","Athene's Unholy Grail","Needlessly Large Rod","Sorcerer's Shoes","void","Amplifying Tome","Warding Totem (Trinket)"
"Frost Queen's Claim","Needlessly Large Rod","Enchantment: Alacrity","Doran's Ring","Blasting Wand","Luden's Echo","Farsight Alteration"
"Doran's Ring","void","Rod of Ages","Ionian Boots of Lucidity","Luden's Echo","Morellonomicon","Warding Totem (Trinket)"
"Frost Queen's Claim","Rabadon's Deathcap","Sheen","Blasting Wand","Ionian Boots of Lucidity","Doran's Ring","Farsight Alteration"
"Ionian Boots of Lucidity","Lich Bane","Rabadon's Deathcap","Frost Queen's Claim","Void Staff","Luden's Echo","Farsight Alteration"
"Zhonya's Hourglass","Frost Queen's Claim","Rabadon's Deathcap","Ionian Boots of Lucidity","Doran's Ring","void","Farsight Alteration"
"Frost Queen's Claim","Needlessly Large Rod","Zhonya's Hourglass","Ionian Boots of Lucidity","Rabadon's Deathcap","Luden's Echo","Farsight Alteration"
"The Dark Seal","Morellonomicon","Sorcerer's Shoes","Zhonya's Hourglass","Needlessly Large Rod","Blasting Wand","Warding Totem (Trinket)"
"Zhonya's Hourglass","Morellonomicon","deletedItem","Lich Bane","Rabadon's Deathcap","Haunting Guise","Oracle Alteration"
"Needlessly Large Rod","Zhonya's Hourglass","Ionian Boots of Lucidity","Athene's Unholy Grail","Doran's Ring","Amplifying Tome","Warding Totem (Trinket)"
"Boots of Mobility","Frostfang","void","Sightstone","void","void","Warding Totem (Trinket)"
"Doran's Ring","Rod of Ages","Doran's Ring","Boots of Speed","void","void","Warding Totem (Trinket)"
"Athene's Unholy Grail","Needlessly Large Rod","Rabadon's Deathcap","deletedItem","Doran's Ring","Seeker's Armguard","Warding Totem (Trinket)"
"Frost Queen's Claim","Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Rod of Ages","Rabadon's Deathcap","Farsight Alteration"
"Doran's Ring","Zhonya's Hourglass","Doran's Ring","Rod of Ages","Amplifying Tome","Ionian Boots of Lucidity","Warding Totem (Trinket)"
"Doran's Ring","void","void","Boots of Speed","Morellonomicon","Doran's Ring","Farsight Alteration"
"Seeker's Armguard","deletedItem","Tear of the Goddess","Athene's Unholy Grail","Doran's Ring","Needlessly Large Rod","Warding Totem (Trinket)"
"Doran's Ring","Total Biscuit of Rejuvenation","Fiendish Codex","Chalice of Harmony","Ionian Boots of Lucidity","void","Warding Totem (Trinket)"
"Corrupting Potion","Rod of Ages","Ionian Boots of Lucidity","Fiendish Codex","Forbidden Idol","Amplifying Tome","Warding Totem (Trinket)"
"Frost Queen's Claim","Locket of the Iron Solari","Sightstone","Null-Magic Mantle","Mercury's Treads","Giant's Belt","Oracle Alteration"
"Luden's Echo","Frost Queen's Claim","Morellonomicon","Sorcerer's Shoes","Rabadon's Deathcap","Null-Magic Mantle","Warding Totem (Trinket)"
"Doran's Ring","deletedItem","Doran's Ring","Morellonomicon","Rabadon's Deathcap","Aether Wisp","Warding Totem (Trinket)"
"Frost Queen's Claim","Luden's Echo","Seeker's Armguard","Ionian Boots of Lucidity","Doran's Ring","Needlessly Large Rod","Farsight Alteration"
"Ionian Boots of Lucidity","Frost Queen's Claim","Zhonya's Hourglass","Sheen","Void Staff","Needlessly Large Rod","Farsight Alteration"
"Frost Queen's Claim","Zhonya's Hourglass","Luden's Echo","Doran's Ring","Ionian Boots of Lucidity","void","Farsight Alteration"
"deletedItem","Sheen","Mejai's Soulstealer","Athene's Unholy Grail","Doran's Ring","Amplifying Tome","Warding Totem (Trinket)"
"Doran's Ring","Needlessly Large Rod","Frost Queen's Claim","Ionian Boots of Lucidity","Rod of Ages","Blasting Wand","Farsight Alteration"
"Doran's Ring","Frost Queen's Claim","Rabadon's Deathcap","Amplifying Tome","Athene's Unholy Grail","Ionian Boots of Lucidity","Warding Totem (Trinket)"
"Forbidden Idol","Nashor's Tooth","Berserker's Greaves","Recurve Bow","void","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Fiendish Codex","Luden's Echo","Rabadon's Deathcap","Ionian Boots of Lucidity","Abyssal Scepter","Farsight Alteration"
"Enchantment: Distortion","Morellonomicon","Haunting Guise","Ardent Censer","void","Rabadon's Deathcap","Warding Totem (Trinket)"
"Frost Queen's Claim","Rod of Ages","Sorcerer's Shoes","Rabadon's Deathcap","void","Morellonomicon","Farsight Alteration"
"Luden's Echo","Rabadon's Deathcap","Athene's Unholy Grail","Ionian Boots of Lucidity","Void Staff","Rylai's Crystal Scepter","Farsight Alteration"
"Doran's Ring","Morellonomicon","Luden's Echo","Rabadon's Deathcap","Amplifying Tome","Ionian Boots of Lucidity","Oracle Alteration"
"Seeker's Armguard","Doran's Ring","Needlessly Large Rod","Ionian Boots of Lucidity","Rod of Ages","Rabadon's Deathcap","Farsight Alteration"
"Zhonya's Hourglass","void","Rod of Ages","void","Doran's Ring","Ionian Boots of Lucidity","Farsight Alteration"
"Eye of the Watchers","Warden's Mail","Glacial Shroud","Boots of Mobility","void","void","Warding Totem (Trinket)"
"Doran's Ring","Needlessly Large Rod","Abyssal Scepter","Athene's Unholy Grail","Mercury's Treads","void","Farsight Alteration"
"Sightstone","Frost Queen's Claim","Aegis of the Legion","void","Boots of Mobility","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Sightstone","Mikael's Crucible","Seeker's Armguard","Enchantment: Distortion","Zeke's Harbinger","Oracle Alteration"
"Amplifying Tome","void","Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Morellonomicon","Farsight Alteration"
"Doran's Ring","Frost Queen's Claim","Needlessly Large Rod","Morellonomicon","Ionian Boots of Lucidity","Doran's Ring","Oracle Alteration"
"Amplifying Tome","Ionian Boots of Lucidity","Doran's Ring","Frost Queen's Claim","Mejai's Soulstealer","Blasting Wand","Farsight Alteration"
"Doran's Ring","Rod of Ages","Boots of Speed","Doran's Ring","void","void","Warding Totem (Trinket)"
"Doran's Ring","Rod of Ages","Morellonomicon","Doran's Ring","Enchantment: Distortion","Blasting Wand","Warding Totem (Trinket)"
"Doran's Ring","Enchantment: Captain","Frost Queen's Claim","Rod of Ages","Rabadon's Deathcap","Needlessly Large Rod","Farsight Alteration"
"Frost Queen's Claim","Crystalline Bracer","void","Sightstone","Ionian Boots of Lucidity","Catalyst the Protector","Oracle Alteration"
"Needlessly Large Rod","Lich Bane","Rod of Ages","Rabadon's Deathcap","Ionian Boots of Lucidity","Luden's Echo","Farsight Alteration"
"Ionian Boots of Lucidity","Sightstone","Frost Queen's Claim","Zeke's Harbinger","Crystalline Bracer","Null-Magic Mantle","Oracle Alteration"
"void","Rabadon's Deathcap","Amplifying Tome","Rod of Ages","Sorcerer's Shoes","Doran's Ring","Farsight Alteration"
"Lich Bane","Blasting Wand","Doran's Ring","Ionian Boots of Lucidity","Morellonomicon","Needlessly Large Rod","Farsight Alteration"
"Doran's Ring","Frost Queen's Claim","Sorcerer's Shoes","Blasting Wand","Amplifying Tome","Needlessly Large Rod","Warding Totem (Trinket)"
"Frost Queen's Claim","Rabadon's Deathcap","Ionian Boots of Lucidity","Rod of Ages","Needlessly Large Rod","Seeker's Armguard","Warding Totem (Trinket)"
"Ionian Boots of Lucidity","Rod of Ages","void","Doran's Ring","Doran's Ring","void","Warding Totem (Trinket)"
"Doran's Ring","Frost Queen's Claim","Health Potion","Rod of Ages","void","Boots of Speed","Warding Totem (Trinket)"
"Frost Queen's Claim","Morellonomicon","Doran's Ring","Ionian Boots of Lucidity","Rod of Ages","Needlessly Large Rod","Farsight Alteration"
"Frost Queen's Claim","Luden's Echo","Ionian Boots of Lucidity","Doran's Ring","Rabadon's Deathcap","Needlessly Large Rod","Farsight Alteration"
"Aether Wisp","Zhonya's Hourglass","Frost Queen's Claim","Enchantment: Distortion","Rabadon's Deathcap","Rod of Ages","Farsight Alteration"
"Doran's Ring","Rabadon's Deathcap","Frost Queen's Claim","Needlessly Large Rod","Enchantment: Distortion","Aether Wisp","Farsight Alteration"
"Zeke's Harbinger","Ionian Boots of Lucidity","Sightstone","Frost Queen's Claim","Vision Ward","void","Oracle Alteration"
"Doran's Ring","Frost Queen's Claim","Blasting Wand","Ionian Boots of Lucidity","Needlessly Large Rod","Rod of Ages","Farsight Alteration"
"Frost Queen's Claim","Sightstone","Locket of the Iron Solari","Boots of Mobility","Glacial Shroud","Amplifying Tome","Oracle Alteration"
"Frost Queen's Claim","Rod of Ages","Doran's Ring","Ionian Boots of Lucidity","Liandry's Torment","Doran's Ring","Farsight Alteration"
"Sorcerer's Shoes","void","Frost Queen's Claim","Amplifying Tome","void","Needlessly Large Rod","Warding Totem (Trinket)"
"Luden's Echo","Frost Queen's Claim","Vision Ward","Blasting Wand","Rabadon's Deathcap","Ionian Boots of Lucidity","Warding Totem (Trinket)"
"Needlessly Large Rod","Frost Queen's Claim","Amplifying Tome","Blasting Wand","Ionian Boots of Lucidity","Athene's Unholy Grail","Farsight Alteration"
"Frost Queen's Claim","Morellonomicon","Needlessly Large Rod","Ionian Boots of Lucidity","Mejai's Soulstealer","Blasting Wand","Warding Totem (Trinket)"
"Lich Bane","Athene's Unholy Grail","Sorcerer's Shoes","Luden's Echo","Void Staff","Needlessly Large Rod","Farsight Alteration"
"Frost Queen's Claim","Ionian Boots of Lucidity","void","Doran's Ring","Amplifying Tome","Blasting Wand","Warding Totem (Trinket)"
"Forbidden Idol","Rod of Ages","Ionian Boots of Lucidity","void","Total Biscuit of Rejuvenation","Vision Ward","Warding Totem (Trinket)"
"Ionian Boots of Lucidity","Doran's Ring","Athene's Unholy Grail","Doran's Ring","Luden's Echo","void","Warding Totem (Trinket)"
"Rod of Ages","Corrupting Potion","Frost Queen's Claim","Ionian Boots of Lucidity","Will of the Ancients","The Dark Seal","Farsight Alteration"
"Doran's Ring","Zhonya's Hourglass","Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Morellonomicon","Farsight Alteration"
"Mikael's Crucible","Locket of the Iron Solari","Zeke's Harbinger","Eye of the Watchers","Boots of Mobility","Crystalline Bracer","Sweeping Lens (Trinket)"
"Doran's Ring","Needlessly Large Rod","Abyssal Scepter","Enchantment: Distortion","Lich Bane","Rod of Ages","Farsight Alteration"
"Zeke's Harbinger","Boots of Mobility","Sightstone","Spellthief's Edge","Forbidden Idol","Faerie Charm","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Lich Bane","Rylai's Crystal Scepter","Needlessly Large Rod","Ninja Tabi","Amplifying Tome","Farsight Alteration"
"Glacial Shroud","Sheen","Frost Queen's Claim","Ninja Tabi","void","void","Farsight Alteration"
"Frost Queen's Claim","Zhonya's Hourglass","Ionian Boots of Lucidity","Rod of Ages","Luden's Echo","Needlessly Large Rod","Farsight Alteration"
"Morellonomicon","Blasting Wand","Ionian Boots of Lucidity","Amplifying Tome","Doran's Ring","Needlessly Large Rod","Warding Totem (Trinket)"
"Corrupting Potion","Stinger","Fiendish Codex","Ionian Boots of Lucidity","Guinsoo's Rageblade","The Dark Seal","Warding Totem (Trinket)"
"Ionian Boots of Lucidity","Frost Queen's Claim","Enchantment: Runic Echoes","Rabadon's Deathcap","Ardent Censer","Blasting Wand","Farsight Alteration"
"Doran's Ring","Rod of Ages","Lich Bane","Ionian Boots of Lucidity","Forbidden Idol","Fiendish Codex","Farsight Alteration"
"Abyssal Scepter","void","Athene's Unholy Grail","Doran's Ring","Doran's Ring","Boots of Speed","Farsight Alteration"
"Rod of Ages","Doran's Ring","Ionian Boots of Lucidity","Frost Queen's Claim","Needlessly Large Rod","Amplifying Tome","Farsight Alteration"
"Rabadon's Deathcap","Doran's Ring","Morellonomicon","Ionian Boots of Lucidity","void","void","Warding Totem (Trinket)"
"Rabadon's Deathcap","Mejai's Soulstealer","Athene's Unholy Grail","Blasting Wand","Enchantment: Alacrity","Amplifying Tome","Farsight Alteration"
"Ionian Boots of Lucidity","Sightstone","Morellonomicon","Amplifying Tome","Frost Queen's Claim","Needlessly Large Rod","Farsight Alteration"
"Sightstone","void","Frost Queen's Claim","Amplifying Tome","Cloth Armor","Boots of Speed","Sweeping Lens (Trinket)"
"Doran's Ring","Frost Queen's Claim","Luden's Echo","Abyssal Scepter","Ionian Boots of Lucidity","Aether Wisp","Farsight Alteration"
"Doran's Ring","Morellonomicon","Doran's Ring","deletedItem","Rabadon's Deathcap","Void Staff","Warding Totem (Trinket)"
"Liandry's Torment","Rabadon's Deathcap","Ionian Boots of Lucidity","Athene's Unholy Grail","Luden's Echo","Amplifying Tome","Farsight Alteration"
"Ionian Boots of Lucidity","Blasting Wand","Mejai's Soulstealer","void","Lich Bane","Rabadon's Deathcap","Warding Totem (Trinket)"
"Frost Queen's Claim","void","Locket of the Iron Solari","Ruby Sightstone","Enchantment: Captain","Ardent Censer","Oracle Alteration"
"Doran's Ring","Doran's Ring","Frost Queen's Claim","Rabadon's Deathcap","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Farsight Alteration"
"Frost Queen's Claim","Lich Bane","Ionian Boots of Lucidity","Doran's Ring","Blasting Wand","Rod of Ages","Farsight Alteration"
"Athene's Unholy Grail","Luden's Echo","Ionian Boots of Lucidity","Doran's Ring","Needlessly Large Rod","void","Farsight Alteration"
"Morellonomicon","Liandry's Torment","Doran's Ring","Rabadon's Deathcap","Amplifying Tome","Sorcerer's Shoes","Farsight Alteration"
"Athene's Unholy Grail","Amplifying Tome","Ionian Boots of Lucidity","Mejai's Soulstealer","Doran's Ring","void","Warding Totem (Trinket)"
"Athene's Unholy Grail","Doran's Ring","Ionian Boots of Lucidity","Needlessly Large Rod","Blasting Wand","Amplifying Tome","Farsight Alteration"
"Frost Queen's Claim","Doran's Ring","Athene's Unholy Grail","Ionian Boots of Lucidity","Seeker's Armguard","Blasting Wand","Farsight Alteration"
"Doran's Ring","Zhonya's Hourglass","Sorcerer's Shoes","Blasting Wand","Doran's Ring","Fiendish Codex","Warding Totem (Trinket)"
"Rabadon's Deathcap","Frost Queen's Claim","Ionian Boots of Lucidity","Abyssal Scepter","Amplifying Tome","Blasting Wand","Farsight Alteration"
"Doran's Ring","Morellonomicon","Hunter's Potion","Ionian Boots of Lucidity","Amplifying Tome","Mejai's Soulstealer","Warding Totem (Trinket)"
"Doran's Ring","Ionian Boots of Lucidity","Morellonomicon","Rabadon's Deathcap","Blasting Wand","void","Warding Totem (Trinket)"
"Rabadon's Deathcap","Frost Queen's Claim","Zhonya's Hourglass","Luden's Echo","void","Enchantment: Captain","Farsight Alteration"
"Frost Queen's Claim","void","Rod of Ages","Doran's Ring","Ionian Boots of Lucidity","Needlessly Large Rod","Warding Totem (Trinket)"
"Frost Queen's Claim","Seeker's Armguard","Doran's Ring","Ionian Boots of Lucidity","Rabadon's Deathcap","Void Staff","Farsight Alteration"
"Frost Queen's Claim","Ionian Boots of Lucidity","Ruby Crystal","Sightstone","Vision Ward","void","Oracle Alteration"
"Zhonya's Hourglass","Luden's Echo","Needlessly Large Rod","Morellonomicon","Enchantment: Distortion","Rod of Ages","Farsight Alteration"
"Sorcerer's Shoes","Zhonya's Hourglass","Frost Queen's Claim","void","Vision Ward","Blasting Wand","Warding Totem (Trinket)"
"Rabadon's Deathcap","Ionian Boots of Lucidity","Frost Queen's Claim","Blasting Wand","Vision Ward","Amplifying Tome","Warding Totem (Trinket)"
"Sheen","Blasting Wand","Ionian Boots of Lucidity","Doran's Ring","Needlessly Large Rod","Rod of Ages","Farsight Alteration"
"Frost Queen's Claim","Seraph's Embrace","Seeker's Armguard","Ionian Boots of Lucidity","void","Athene's Unholy Grail","Warding Totem (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Sightstone","Banner of Command","Amplifying Tome","Glacial Shroud","Oracle Alteration"
"Boots of Mobility","Sightstone","Frost Queen's Claim","Hextech Revolver","void","Amplifying Tome","Sweeping Lens (Trinket)"
"Rod of Ages","Ionian Boots of Lucidity","Luden's Echo","Blasting Wand","Amplifying Tome","void","Farsight Alteration"
"Rabadon's Deathcap","Aether Wisp","Frost Queen's Claim","Ionian Boots of Lucidity","Mejai's Soulstealer","Abyssal Scepter","Farsight Alteration"
"Abyssal Scepter","Rod of Ages","Morellonomicon","Ionian Boots of Lucidity","Rabadon's Deathcap","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Athene's Unholy Grail","Luden's Echo","Ionian Boots of Lucidity","Ruby Crystal","Needlessly Large Rod","Farsight Alteration"
"Sightstone","Frost Queen's Claim","Locket of the Iron Solari","void","Boots of Mobility","void","Farsight Alteration"
"Zhonya's Hourglass","Needlessly Large Rod","Enchantment: Alacrity","Morellonomicon","Rod of Ages","Rabadon's Deathcap","Warding Totem (Trinket)"
"Frost Queen's Claim","Seeker's Armguard","Rabadon's Deathcap","Ionian Boots of Lucidity","Lich Bane","Needlessly Large Rod","Farsight Alteration"
"Needlessly Large Rod","Morellonomicon","Blasting Wand","Enchantment: Distortion","Amplifying Tome","Rod of Ages","Farsight Alteration"
"Frost Queen's Claim","Mikael's Crucible","Sightstone","Glacial Shroud","Amplifying Tome","Ionian Boots of Lucidity","Sweeping Lens (Trinket)"
"Tear of the Goddess","Tear of the Goddess","Tear of the Goddess","Tear of the Goddess","Tear of the Goddess","Tear of the Goddess","Farsight Alteration"
"Doran's Ring","Seeker's Armguard","Doran's Ring","Sorcerer's Shoes","Morellonomicon","Rabadon's Deathcap","Warding Totem (Trinket)"
"Frost Queen's Claim","Sightstone","Glacial Shroud","Boots of Speed","Amplifying Tome","void","Warding Totem (Trinket)"
"Zhonya's Hourglass","Forbidden Idol","Doran's Ring","Giant's Belt","Boots of Speed","Amplifying Tome","Warding Totem (Trinket)"
"Sorcerer's Shoes","Abyssal Scepter","Mejai's Soulstealer","Athene's Unholy Grail","Luden's Echo","Doran's Ring","Warding Totem (Trinket)"
"Frozen Heart","Crystalline Bracer","Sightstone","Boots of Mobility","Frost Queen's Claim","Null-Magic Mantle","Warding Totem (Trinket)"
"Doran's Ring","Rabadon's Deathcap","Ionian Boots of Lucidity","Rod of Ages","void","void","Farsight Alteration"
"Doran's Ring","Morellonomicon","Enchantment: Captain","Needlessly Large Rod","Aether Wisp","Frost Queen's Claim","Warding Totem (Trinket)"
"Doran's Ring","Health Potion","Rod of Ages","Boots of Speed","void","void","Warding Totem (Trinket)"
"void","Sightstone","Frost Queen's Claim","Liandry's Torment","Fiendish Codex","Ionian Boots of Lucidity","Oracle Alteration"
"Doran's Ring","void","Ionian Boots of Lucidity","Blasting Wand","Athene's Unholy Grail","Needlessly Large Rod","Farsight Alteration"
"Frost Queen's Claim","Ionian Boots of Lucidity","Locket of the Iron Solari","The Dark Seal","Forbidden Idol","void","Farsight Alteration"
"Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Rabadon's Deathcap","Abyssal Scepter","Athene's Unholy Grail","Farsight Alteration"
"Ionian Boots of Lucidity","Sightstone","Null-Magic Mantle","Fiendish Codex","Frost Queen's Claim","Vision Ward","Oracle Alteration"
"Doran's Ring","Zhonya's Hourglass","Needlessly Large Rod","Ionian Boots of Lucidity","Luden's Echo","Athene's Unholy Grail","Farsight Alteration"
"Morellonomicon","Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Lich Bane","void","Warding Totem (Trinket)"
"Ionian Boots of Lucidity","Rod of Ages","Morellonomicon","void","void","void","Farsight Alteration"
"Frost Queen's Claim","Sightstone","Vision Ward","Enchantment: Distortion","Forbidden Idol","Chalice of Harmony","Sweeping Lens (Trinket)"
"Rod of Ages","Rabadon's Deathcap","Morellonomicon","Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Farsight Alteration"
"Frost Queen's Claim","Rabadon's Deathcap","Doran's Ring","Ionian Boots of Lucidity","Blasting Wand","void","Warding Totem (Trinket)"
"Doran's Ring","Athene's Unholy Grail","Needlessly Large Rod","Amplifying Tome","Mejai's Soulstealer","Ionian Boots of Lucidity","Farsight Alteration"
"deletedItem","Doran's Ring","void","Blasting Wand","Lich Bane","Rabadon's Deathcap","Warding Totem (Trinket)"
"Frost Queen's Claim","Mejai's Soulstealer","Enchantment: Captain","Ardent Censer","Banner of Command","Needlessly Large Rod","Farsight Alteration"
"Doran's Ring","Needlessly Large Rod","Morellonomicon","Doran's Ring","Enchantment: Furor","Lich Bane","Warding Totem (Trinket)"
"Frost Queen's Claim","Needlessly Large Rod","Ionian Boots of Lucidity","Rabadon's Deathcap","Luden's Echo","Doran's Ring","Farsight Alteration"
"Needlessly Large Rod","Frost Queen's Claim","Luden's Echo","Enchantment: Distortion","Morellonomicon","Blasting Wand","Warding Totem (Trinket)"
"Frost Queen's Claim","Rod of Ages","Rabadon's Deathcap","Abyssal Scepter","Blasting Wand","Enchantment: Distortion","Farsight Alteration"
"Rabadon's Deathcap","Frost Queen's Claim","Zhonya's Hourglass","Lich Bane","Ionian Boots of Lucidity","Needlessly Large Rod","Farsight Alteration"
"Frost Queen's Claim","Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Needlessly Large Rod","Blasting Wand","Farsight Alteration"
"Frost Queen's Claim","Doran's Ring","Ionian Boots of Lucidity","Luden's Echo","Mejai's Soulstealer","Amplifying Tome","Farsight Alteration"
"Frost Queen's Claim","Seeker's Armguard","Enchantment: Alacrity","Rabadon's Deathcap","Morellonomicon","Blasting Wand","Farsight Alteration"
"Frost Queen's Claim","Doran's Ring","Vision Ward","Ionian Boots of Lucidity","Needlessly Large Rod","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Rod of Ages","Needlessly Large Rod","Doran's Ring","Ionian Boots of Lucidity","Sheen","Warding Totem (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Rod of Ages","Rabadon's Deathcap","void","void","Farsight Alteration"
"Zhonya's Hourglass","Ionian Boots of Lucidity","Doran's Ring","Athene's Unholy Grail","Blasting Wand","Doran's Ring","Warding Totem (Trinket)"
"Doran's Ring","Luden's Echo","Rabadon's Deathcap","Sorcerer's Shoes","Morellonomicon","Aether Wisp","Farsight Alteration"
"Frost Queen's Claim","Blasting Wand","Rod of Ages","Luden's Echo","Enchantment: Alacrity","Needlessly Large Rod","Farsight Alteration"
"Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Morellonomicon","Needlessly Large Rod","Blasting Wand","Farsight Alteration"
"Zhonya's Hourglass","Frost Queen's Claim","Rabadon's Deathcap","Luden's Echo","Sorcerer's Shoes","Blasting Wand","Farsight Alteration"
"Doran's Ring","Rod of Ages","Vision Ward","Sorcerer's Shoes","void","Total Biscuit of Rejuvenation","Farsight Alteration"
"Frost Queen's Claim","Sightstone","Chalice of Harmony","Zeke's Harbinger","Boots of Mobility","void","Oracle Alteration"
"Doran's Ring","Frost Queen's Claim","void","Seeker's Armguard","Ionian Boots of Lucidity","void","Warding Totem (Trinket)"
"Rod of Ages","Frost Queen's Claim","Blasting Wand","Ionian Boots of Lucidity","Needlessly Large Rod","Doran's Ring","Farsight Alteration"
"Blasting Wand","Frost Queen's Claim","Ionian Boots of Lucidity","Doran's Ring","Ardent Censer","Needlessly Large Rod","Oracle Alteration"
"Ionian Boots of Lucidity","Frost Queen's Claim","Doran's Ring","Doran's Ring","Ruby Crystal","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Sightstone","Mikael's Crucible","Boots of Mobility","void","void","Sweeping Lens (Trinket)"
"Ionian Boots of Lucidity","Lich Bane","Frost Queen's Claim","Rabadon's Deathcap","Blasting Wand","Amplifying Tome","Farsight Alteration"
"Fiendish Codex","The Dark Seal","Health Potion","Amplifying Tome","Boots of Speed","Doran's Ring","Warding Totem (Trinket)"
"Rabadon's Deathcap","Needlessly Large Rod","Frost Queen's Claim","Ionian Boots of Lucidity","Rod of Ages","Doran's Ring","Warding Totem (Trinket)"
"Rod of Ages","Amplifying Tome","Ionian Boots of Lucidity","Amplifying Tome","Amplifying Tome","Amplifying Tome","Farsight Alteration"
"Frost Queen's Claim","Morellonomicon","Sightstone","Ionian Boots of Lucidity","Mejai's Soulstealer","Needlessly Large Rod","Sweeping Lens (Trinket)"
"Ionian Boots of Lucidity","Rabadon's Deathcap","Rod of Ages","Void Staff","void","Doran's Ring","Farsight Alteration"
"Ionian Boots of Lucidity","Rod of Ages","Frost Queen's Claim","Rabadon's Deathcap","void","Doran's Ring","Farsight Alteration"
"Rabadon's Deathcap","Doran's Ring","Void Staff","Athene's Unholy Grail","Ionian Boots of Lucidity","void","Farsight Alteration"
"Zhonya's Hourglass","Doran's Ring","deletedItem","Negatron Cloak","Morellonomicon","void","Warding Totem (Trinket)"
"Void Staff","Frost Queen's Claim","Zhonya's Hourglass","Rod of Ages","Rabadon's Deathcap","Enchantment: Alacrity","Farsight Alteration"
"Doran's Ring","Athene's Unholy Grail","Ionian Boots of Lucidity","Doran's Ring","Rabadon's Deathcap","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Sightstone","Ionian Boots of Lucidity","Ardent Censer","Warden's Mail","Ruby Crystal","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Doran's Ring","Rod of Ages","Rabadon's Deathcap","Blasting Wand","Farsight Alteration"
"Frost Queen's Claim","Zhonya's Hourglass","Ionian Boots of Lucidity","Lich Bane","Rabadon's Deathcap","Blasting Wand","Farsight Alteration"
"Sightstone","Frost Queen's Claim","Ionian Boots of Lucidity","void","Vision Ward","void","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Doran's Ring","Doran's Ring","Boots of Speed","Rabadon's Deathcap","void","Warding Totem (Trinket)"
"Frost Queen's Claim","Sightstone","Boots of Mobility","Vision Ward","Glacial Shroud","void","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Zhonya's Hourglass","Enchantment: Alacrity","Void Staff","Fiendish Codex","Rabadon's Deathcap","Warding Totem (Trinket)"
"Abyssal Scepter","Frost Queen's Claim","Rod of Ages","Sorcerer's Shoes","Blasting Wand","Nashor's Tooth","Warding Totem (Trinket)"
"Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Rabadon's Deathcap","Abyssal Scepter","Amplifying Tome","Warding Totem (Trinket)"
"Frost Queen's Claim","Doran's Ring","Rod of Ages","Ionian Boots of Lucidity","Sheen","Amplifying Tome","Farsight Alteration"
"Frost Queen's Claim","void","Rod of Ages","Vision Ward","Sorcerer's Shoes","void","Warding Totem (Trinket)"
"Ruby Sightstone","Zeke's Harbinger","Frost Queen's Claim","Banner of Command","Enchantment: Alacrity","void","Oracle Alteration"
"Frost Queen's Claim","Blasting Wand","Ionian Boots of Lucidity","Sightstone","Needlessly Large Rod","void","Oracle Alteration"
"Needlessly Large Rod","Zhonya's Hourglass","Frost Queen's Claim","Ionian Boots of Lucidity","Rod of Ages","void","Farsight Alteration"
"Needlessly Large Rod","Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Athene's Unholy Grail","Blasting Wand","Farsight Alteration"
"Ionian Boots of Lucidity","Frost Queen's Claim","Needlessly Large Rod","Doran's Ring","Aether Wisp","Doran's Ring","Warding Totem (Trinket)"
"Doran's Ring","Rabadon's Deathcap","Aether Wisp","Ionian Boots of Lucidity","Morellonomicon","Needlessly Large Rod","Warding Totem (Trinket)"
"Blasting Wand","Rod of Ages","Needlessly Large Rod","Seeker's Armguard","Ionian Boots of Lucidity","Amplifying Tome","Farsight Alteration"
"Frost Queen's Claim","Ionian Boots of Lucidity","Zhonya's Hourglass","Lich Bane","void","Abyssal Scepter","Farsight Alteration"
"Enchantment: Captain","Frost Queen's Claim","Ruby Sightstone","Zeke's Harbinger","Banner of Command","Vision Ward","Sweeping Lens (Trinket)"
"Sightstone","Frost Queen's Claim","Mikael's Crucible","Zeke's Harbinger","Ionian Boots of Lucidity","Vision Ward","Oracle Alteration"
