"item1_1_player","item2_1_player","item3_1_player","item4_1_player","item5_1_player","item6_1_player","item7_1_player"
"Amplifying Tome","Frostfang","Liandry's Torment","Oracle Alteration","Sightstone","Sorcerer's Shoes","Vision Ward"
"Doran's Ring","Farsight Alteration","Liandry's Torment","Rabadon's Deathcap","Rylai's Crystal Scepter","Sorcerer's Shoes","void"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Sightstone","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Frost Queen's Claim","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","Total Biscuit of Rejuvenation","void","void"
"Aether Wisp","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Doran's Ring","Doran's Ring","Needlessly Large Rod","Warding Totem (Trinket)","void","void","void"
"Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Sightstone","Void Staff","Zhonya's Hourglass"
"Frostfang","Oracle Alteration","Rabadon's Deathcap","Refillable Potion","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Amplifying Tome","Frost Queen's Claim","Rod of Ages","Sorcerer's Shoes","Total Biscuit of Rejuvenation","Warding Totem (Trinket)","void"
"Boots of Speed","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Warding Totem (Trinket)","void","void"
"Cloth Armor","Doran's Ring","Health Potion","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Doran's Ring","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","void"
"Farsight Alteration","Fiendish Codex","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter"
"Cloth Armor","Doran's Ring","Doran's Ring","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Athene's Unholy Grail","Doran's Ring","Haunting Guise","Ninja Tabi","Warding Totem (Trinket)","void","void"
"Blasting Wand","Corrupting Potion","Mejai's Soulstealer","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","Zhonya's Hourglass"
"Boots of Speed","Doran's Ring","Doran's Ring","Needlessly Large Rod","Rylai's Crystal Scepter","Seeker's Armguard","Warding Totem (Trinket)"
"Amplifying Tome","Frost Queen's Claim","Haunting Guise","Needlessly Large Rod","Oracle Alteration","Sightstone","Sorcerer's Shoes"
"Amplifying Tome","Blasting Wand","Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Boots of Speed","Doran's Ring","Liandry's Torment","Morellonomicon","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Amplifying Tome","Blasting Wand","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Doran's Ring","Doran's Ring","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Morellonomicon","Needlessly Large Rod","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter"
"Enchantment: Alacrity","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Boots of Speed","Frost Queen's Claim","Needlessly Large Rod","Rylai's Crystal Scepter","Sweeping Lens (Trinket)","void","void"
"Abyssal Scepter","Doran's Ring","Haunting Guise","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Abyssal Scepter","Doran's Ring","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Aegis of the Legion","Cloth Armor","Frost Queen's Claim","Liandry's Torment","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)"
"Blasting Wand","Frostfang","Liandry's Torment","Needlessly Large Rod","Sorcerer's Shoes","Vision Ward","Warding Totem (Trinket)"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Haunting Guise","Oracle Alteration","Sightstone","Sorcerer's Shoes"
"Blasting Wand","Liandry's Torment","Mejai's Soulstealer","Rylai's Crystal Scepter","Warding Totem (Trinket)","Zhonya's Hourglass","deletedItem"
"Amplifying Tome","Boots of Mobility","Eye of the Watchers","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","void"
"Boots of Swiftness","Frost Queen's Claim","Haunting Guise","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Frost Queen's Claim","Haunting Guise","Oracle Alteration","Ruby Crystal","Sightstone","Sorcerer's Shoes","Vision Ward"
"Blasting Wand","Doran's Ring","Doran's Ring","Farsight Alteration","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","void"
"Boots of Speed","Corrupting Potion","Doran's Ring","Haunting Guise","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Blasting Wand","Doran's Ring","Morellonomicon","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff","Warding Totem (Trinket)"
"Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Morellonomicon","Rylai's Crystal Scepter","Total Biscuit of Rejuvenation","void"
"Boots of Speed","Frostfang","Sightstone","Total Biscuit of Rejuvenation","Warding Totem (Trinket)","void","void"
"Amplifying Tome","Blasting Wand","Boots of Swiftness","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Sightstone"
"Amplifying Tome","Blasting Wand","Ionian Boots of Lucidity","Liandry's Torment","Luden's Echo","Rylai's Crystal Scepter","Warding Totem (Trinket)"
"Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Mercury's Treads","Rylai's Crystal Scepter","Void Staff","Zhonya's Hourglass"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Boots of Speed","Frostfang","Giant's Belt","Needlessly Large Rod","Warding Totem (Trinket)","void","void"
"Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Warding Totem (Trinket)","void","void"
"Amplifying Tome","Blasting Wand","Doran's Ring","Luden's Echo","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Frost Queen's Claim","Giant's Belt","Sightstone","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Blasting Wand","Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Zhonya's Hourglass"
"Boots of Mobility","Frost Queen's Claim","Giant's Belt","Oracle Alteration","Sightstone","Total Biscuit of Rejuvenation","void"
"Amplifying Tome","Boots of Mobility","Giant's Belt","Spellthief's Edge","Warding Totem (Trinket)","void","void"
"Enchantment: Alacrity","Liandry's Torment","Luden's Echo","Mejai's Soulstealer","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)"
"Blasting Wand","Doran's Ring","Liandry's Torment","Rod of Ages","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Morellonomicon","Needlessly Large Rod","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Blasting Wand","Doran's Ring","Farsight Alteration","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Vision Ward"
"Amplifying Tome","Farsight Alteration","Rod of Ages","Ruby Crystal","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff"
"Aether Wisp","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","deletedItem"
"Amplifying Tome","Boots of Mobility","Eye of the Watchers","Needlessly Large Rod","Warding Totem (Trinket)","void","void"
"Doran's Ring","Doran's Ring","Farsight Alteration","Fiendish Codex","Forbidden Idol","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Amplifying Tome","Doran's Ring","Doran's Ring","Enchantment: Alacrity","Farsight Alteration","Liandry's Torment","Rylai's Crystal Scepter"
"Frost Queen's Claim","Giant's Belt","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","Total Biscuit of Rejuvenation","Vision Ward"
"Blasting Wand","Doran's Ring","Haunting Guise","Ionian Boots of Lucidity","Needlessly Large Rod","Rylai's Crystal Scepter","Warding Totem (Trinket)"
"Enchantment: Distortion","Frost Queen's Claim","Haunting Guise","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Vision Ward"
"Blasting Wand","Doran's Ring","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Warding Totem (Trinket)"
"Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sorcerer's Shoes","void","void"
"Amplifying Tome","Frost Queen's Claim","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Sightstone","Spellthief's Edge","Sweeping Lens (Trinket)","void"
"Doran's Ring","Farsight Alteration","Morellonomicon","Rylai's Crystal Scepter","Sorcerer's Shoes","void","void"
"Blasting Wand","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter"
"Frost Queen's Claim","Haunting Guise","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","void"
"Boots of Mobility","Doran's Ring","Frost Queen's Claim","Rylai's Crystal Scepter","Sightstone","Total Biscuit of Rejuvenation","Warding Totem (Trinket)"
"Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff","Warding Totem (Trinket)","void"
"Frost Queen's Claim","Giant's Belt","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","Vision Ward","void"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Luden's Echo","Rylai's Crystal Scepter","Sightstone","Warding Totem (Trinket)"
"Amplifying Tome","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Ruby Crystal","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Corrupting Potion","Enchantment: Alacrity","Frost Queen's Claim","Giant's Belt","Needlessly Large Rod","Warding Totem (Trinket)"
"Eye of the Watchers","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Vision Ward","Warding Totem (Trinket)","void"
"Blasting Wand","Frost Queen's Claim","Liandry's Torment","Warding Totem (Trinket)","deletedItem","void","void"
"Boots of Mobility","Frost Queen's Claim","Warding Totem (Trinket)","void","void","void","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter"
"Doran's Ring","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)","void"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Sightstone","Warding Totem (Trinket)","void","void"
"Corrupting Potion","Ionian Boots of Lucidity","Liandry's Torment","Mejai's Soulstealer","Morellonomicon","Needlessly Large Rod","Warding Totem (Trinket)"
"Amplifying Tome","Blasting Wand","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Sightstone","Sorcerer's Shoes"
"Enchantment: Distortion","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Luden's Echo","Rylai's Crystal Scepter","Void Staff"
"Amplifying Tome","Doran's Ring","Doran's Ring","Rod of Ages","Ruby Crystal","Sorcerer's Shoes","Warding Totem (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","void"
"Boots of Speed","Frost Queen's Claim","Liandry's Torment","Warding Totem (Trinket)","void","void","void"
"Amplifying Tome","Boots of Mobility","Frost Queen's Claim","Oracle Alteration","Ruby Crystal","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Ruby Crystal","Ruby Sightstone","Rylai's Crystal Scepter"
"Amplifying Tome","Blasting Wand","Boots of Speed","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Warding Totem (Trinket)"
"Amplifying Tome","Frost Queen's Claim","Oracle Alteration","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Eye of the Watchers","Hunter's Potion","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Sweeping Lens (Trinket)","Vision Ward"
"Blasting Wand","Farsight Alteration","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Total Biscuit of Rejuvenation"
"Doran's Ring","Farsight Alteration","Haunting Guise","Mejai's Soulstealer","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff"
"Doran's Ring","Liandry's Torment","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)","Zhonya's Hourglass","deletedItem"
"Amplifying Tome","Doran's Ring","Farsight Alteration","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Blasting Wand","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter"
"Doran's Ring","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter"
"Amplifying Tome","Boots of Mobility","Frost Queen's Claim","Giant's Belt","Needlessly Large Rod","Sightstone","Sweeping Lens (Trinket)"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Sightstone","Sweeping Lens (Trinket)","void"
"Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","void"
"Abyssal Scepter","Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Zhonya's Hourglass"
"Blasting Wand","Frostfang","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)"
"Frost Queen's Claim","Ionian Boots of Lucidity","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","Zhonya's Hourglass"
"Corrupting Potion","Enchantment: Alacrity","Frost Queen's Claim","Haunting Guise","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter"
"Corrupting Potion","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Seeker's Armguard","Sorcerer's Shoes"
"Frostfang","Liandry's Torment","Negatron Cloak","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Corrupting Potion","Fiendish Codex","Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Sightstone","void","void"
"Boots of Mobility","Farsight Alteration","Frost Queen's Claim","Null-Magic Mantle","Rylai's Crystal Scepter","Sightstone","Zhonya's Hourglass"
"Farsight Alteration","Liandry's Torment","Needlessly Large Rod","Rabadon's Deathcap","Rylai's Crystal Scepter","Sorcerer's Shoes","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","Vision Ward"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Warding Totem (Trinket)","Zhonya's Hourglass","void"
"Abyssal Scepter","Blasting Wand","Doran's Ring","Farsight Alteration","Haunting Guise","Ionian Boots of Lucidity","Rylai's Crystal Scepter"
"Blasting Wand","Boots of Mobility","Frostfang","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","void"
"Blasting Wand","Doran's Ring","Doran's Ring","Haunting Guise","Rylai's Crystal Scepter","Warding Totem (Trinket)","deletedItem"
"Boots of Speed","Doran's Ring","Rylai's Crystal Scepter","Warding Totem (Trinket)","void","void","void"
"Amplifying Tome","Boots of Mobility","Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Boots of Speed","Doran's Ring","Farsight Alteration","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Total Biscuit of Rejuvenation"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Sightstone","Sweeping Lens (Trinket)","Vision Ward","void"
"Abyssal Scepter","Enchantment: Runic Echoes","Farsight Alteration","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","void"
"Enchantment: Alacrity","Frost Queen's Claim","Luden's Echo","Needlessly Large Rod","Oracle Alteration","Ruby Sightstone","Zhonya's Hourglass"
"Enchantment: Alacrity","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Rabadon's Deathcap","Rylai's Crystal Scepter","void"
"Frost Queen's Claim","Liandry's Torment","Luden's Echo","Warding Totem (Trinket)","deletedItem","void","void"
"Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Frost Queen's Claim","Rabadon's Deathcap","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Boots of Speed","Liandry's Torment","Oracle Alteration","Sightstone","Spellthief's Edge","Total Biscuit of Rejuvenation","void"
"Athene's Unholy Grail","Blasting Wand","Doran's Ring","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Amplifying Tome","Doran's Ring","Doran's Ring","Liandry's Torment","Rylai's Crystal Scepter","Warding Totem (Trinket)","deletedItem"
"Amplifying Tome","Farsight Alteration","Frost Queen's Claim","Rabadon's Deathcap","Rylai's Crystal Scepter","deletedItem","void"
"Enchantment: Distortion","Eye of the Watchers","Giant's Belt","Liandry's Torment","Needlessly Large Rod","Oracle Alteration","void"
"Amplifying Tome","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Sightstone","Sorcerer's Shoes","Vision Ward"
"Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Mejai's Soulstealer","Sightstone","Warding Totem (Trinket)","void"
"Blasting Wand","Doran's Ring","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)","void"
"Enchantment: Alacrity","Frost Queen's Claim","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Void Staff"
"Amplifying Tome","Blasting Wand","Boots of Mobility","Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Frost Queen's Claim","Giant's Belt","Needlessly Large Rod","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)"
"Blasting Wand","Doran's Ring","Enchantment: Alacrity","Farsight Alteration","Liandry's Torment","Rylai's Crystal Scepter","Zhonya's Hourglass"
"Frost Queen's Claim","Giant's Belt","Needlessly Large Rod","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Athene's Unholy Grail","Enchantment: Alacrity","Farsight Alteration","Liandry's Torment","Rabadon's Deathcap","Rylai's Crystal Scepter","Zhonya's Hourglass"
"Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Warding Totem (Trinket)","void"
"Blasting Wand","Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Sightstone"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Ruby Crystal","Sightstone"
"Ionian Boots of Lucidity","Luden's Echo","Rylai's Crystal Scepter","Warding Totem (Trinket)","void","void","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Needlessly Large Rod","Oracle Alteration","Ruby Crystal","Sightstone","Vision Ward"
"Amplifying Tome","Blasting Wand","Frost Queen's Claim","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Doran's Ring","Doran's Ring","Haunting Guise","Rylai's Crystal Scepter","Seeker's Armguard","Warding Totem (Trinket)","deletedItem"
"Amplifying Tome","Doran's Ring","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Oracle Alteration","Rylai's Crystal Scepter"
"Blasting Wand","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Vision Ward","Warding Totem (Trinket)"
"Enchantment: Alacrity","Frost Queen's Claim","Oracle Alteration","Ruby Crystal","Rylai's Crystal Scepter","Sightstone","void"
"Boots of Speed","Frostfang","Haunting Guise","Refillable Potion","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)"
"Boots of Mobility","Frost Queen's Claim","Giant's Belt","Needlessly Large Rod","Oracle Alteration","Sightstone","void"
"Amplifying Tome","Enchantment: Distortion","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sightstone"
"Enchantment: Alacrity","Liandry's Torment","Luden's Echo","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)","void"
"Amplifying Tome","Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Ruby Sightstone","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","void","void"
"Frost Queen's Claim","Needlessly Large Rod","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","void"
"Boots of Speed","Frost Queen's Claim","Warding Totem (Trinket)","void","void","void","void"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes"
"Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Total Biscuit of Rejuvenation","Vision Ward"
"Doran's Ring","Giant's Belt","Morellonomicon","Needlessly Large Rod","Sorcerer's Shoes","Total Biscuit of Rejuvenation","Warding Totem (Trinket)"
"Frost Queen's Claim","Haunting Guise","Sightstone","Sorcerer's Shoes","Warding Totem (Trinket)","void","void"
"Amplifying Tome","Athene's Unholy Grail","Doran's Ring","Giant's Belt","Haunting Guise","Sorcerer's Shoes","Warding Totem (Trinket)"
"Amplifying Tome","Blasting Wand","Farsight Alteration","Liandry's Torment","Rabadon's Deathcap","Rylai's Crystal Scepter","Sorcerer's Shoes"
"Boots of Mobility","Frost Queen's Claim","Haunting Guise","Sightstone","Sweeping Lens (Trinket)","void","void"
"Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)","Zhonya's Hourglass"
"Enchantment: Alacrity","Farsight Alteration","Luden's Echo","Mejai's Soulstealer","Rabadon's Deathcap","Rylai's Crystal Scepter","Void Staff"
"Boots of Mobility","Frost Queen's Claim","Haunting Guise","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Blasting Wand","Doran's Ring","Doran's Ring","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Vision Ward","Warding Totem (Trinket)"
"Archangel's Staff","Liandry's Torment","Rabadon's Deathcap","Sorcerer's Shoes","Warding Totem (Trinket)","Zhonya's Hourglass","void"
"Amplifying Tome","Frost Queen's Claim","Mercury's Treads","Oracle Alteration","Refillable Potion","Rylai's Crystal Scepter","Sightstone"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone"
"Frostfang","Haunting Guise","Hunter's Potion","Rylai's Crystal Scepter","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)"
"Amplifying Tome","Boots of Speed","Dead Man's Plate","Frost Queen's Claim","Warding Totem (Trinket)","void","void"
"Frost Queen's Claim","Sightstone","Sorcerer's Shoes","Sweeping Lens (Trinket)","void","void","void"
"Frost Queen's Claim","Haunting Guise","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","void"
"Amplifying Tome","Farsight Alteration","Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Sightstone","void"
"Eye of the Watchers","Liandry's Torment","Rylai's Crystal Scepter","Sorcerer's Shoes","Sweeping Lens (Trinket)","Total Biscuit of Rejuvenation","void"
"Amplifying Tome","Boots of Mobility","Frost Queen's Claim","Sightstone","Sweeping Lens (Trinket)","Vision Ward","void"
"Enchantment: Alacrity","Frost Queen's Claim","Liandry's Torment","Rylai's Crystal Scepter","Sightstone","Sweeping Lens (Trinket)","void"
"Frost Queen's Claim","Liandry's Torment","Sorcerer's Shoes","Warding Totem (Trinket)","void","void","void"
"Blasting Wand","Frost Queen's Claim","Haunting Guise","Oracle Alteration","Ruby Sightstone","Rylai's Crystal Scepter","deletedItem"
"Farsight Alteration","Frost Queen's Claim","Liandry's Torment","Ruby Sightstone","Rylai's Crystal Scepter","Seeker's Armguard","Sorcerer's Shoes"
"Frost Queen's Claim","Giant's Belt","Ionian Boots of Lucidity","Liandry's Torment","Needlessly Large Rod","Oracle Alteration","Sightstone"
"Doran's Ring","Farsight Alteration","Liandry's Torment","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes","Void Staff"
"Doran's Ring","Farsight Alteration","Ionian Boots of Lucidity","Liandry's Torment","Rylai's Crystal Scepter","Total Biscuit of Rejuvenation","void"
"Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","Total Biscuit of Rejuvenation","Vision Ward"
"Amplifying Tome","Liandry's Torment","Morellonomicon","Needlessly Large Rod","Rylai's Crystal Scepter","Sorcerer's Shoes","Warding Totem (Trinket)"
"Amplifying Tome","Frost Queen's Claim","Ionian Boots of Lucidity","Ruby Crystal","Sightstone","Sweeping Lens (Trinket)","void"
"Blasting Wand","Doran's Ring","Frost Queen's Claim","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Void Staff","Warding Totem (Trinket)"
"Blasting Wand","Ionian Boots of Lucidity","Liandry's Torment","Oracle Alteration","Rod of Ages","Rylai's Crystal Scepter","void"
"Boots of Speed","Frost Queen's Claim","Oracle Alteration","Ruby Sightstone","Vision Ward","void","void"
"Cloth Armor","Frostfang","Liandry's Torment","Oracle Alteration","Rylai's Crystal Scepter","Sightstone","deletedItem"
"Farsight Alteration","Frost Queen's Claim","Ionian Boots of Lucidity","Rylai's Crystal Scepter","Seeker's Armguard","Sightstone","Zeal"
"Frost Queen's Claim","Giant's Belt","Haunting Guise","Sightstone","Sweeping Lens (Trinket)","deletedItem","void"
"Blasting Wand","Frost Queen's Claim","Ionian Boots of Lucidity","Oracle Alteration","Ruby Crystal","Rylai's Crystal Scepter","Sightstone"
"Doran's Ring","Doran's Ring","Farsight Alteration","Haunting Guise","Rylai's Crystal Scepter","Sorcerer's Shoes","Vision Ward"
"Aegis of the Legion","Frost Queen's Claim","Oracle Alteration","Sightstone","Sorcerer's Shoes","void","void"
