"colloq","consumeOnFull","consumed","depth","description","effect.Effect1Amount","effect.Effect2Amount","effect.Effect3Amount","effect.Effect4Amount","effect.Effect5Amount","effect.Effect6Amount","effect.Effect7Amount","effect.Effect8Amount","from","gold.base","gold.purchasable","gold.sell","gold.total","group","hideFromAll","id","image.full","image.group","image.h","image.sprite","image.w","image.x","image.y","inStore","into","maps.1","maps.10","maps.11","maps.12","maps.14","maps.8","name","plaintext","requiredChampion","sanitizedDescription","specialRecipe","stacks","stats.FlatArmorMod","stats.FlatCritChanceMod","stats.FlatHPPoolMod","stats.FlatHPRegenMod","stats.FlatMPPoolMod","stats.FlatMagicDamageMod","stats.FlatMovementSpeedMod","stats.FlatPhysicalDamageMod","stats.FlatSpellBlockMod","stats.PercentAttackSpeedMod","stats.PercentLifeStealMod","stats.PercentMovementSpeedMod","tags"
"Noxian","","","","<stats>+15 Ability Power<br>+25% Increased Healing from Potions<br><mana>+100 Mana</mana></stats><br><br><unique>UNIQUE Passive - Dread:</unique> Grants +3 Ability Power per Glory.  <br><unique>UNIQUE Passive - Do or Die:</unique> Grants 2 Glory for a champion kill or 1 Glory for an assist, up to 10 Glory total. Lose 4 Glory on death.","0.25","2","1","10","3","4","","","","350","true","245","350","","","1082","1082.png","item","48","item3.png","48","288","240","","[""3041""]","false","false","true","false","false","false","The Dark Seal","Provides Ability Power and Mana.  Increases in power as you kill enemies.","","+15 Ability Power +25% Increased Healing from Potions +100 Mana UNIQUE Passive - Dread: Grants +3 Ability Power per Glory. UNIQUE Passive - Do or Die: Grants 2 Glory for a champion kill or 1 Glory for an assist, up to 10 Glory total. Lose 4 Glory on death.","","","","","","","100.0","15.0","","","","","","","[""HealthRegen"",""Lane"",""Mana"",""SpellDamage""]"
"","","","","<consumable>Click to Consume:</consumable> Places an invisible ward that reveals the surrounding area for 60 seconds.","","","","","","","","","","0","false","0","0","","","2050","2050.png","item","48","item0.png","48","0","192","false","","false","true","true","true","false","true","Explorer's Ward","","","Click to Consume: Places an invisible ward that reveals the surrounding area for 60 seconds.","","","","","","","","","","","","","","","[""Consumable""]"
"","","","3","<stats>+65 Attack Damage<br>+35 Magic Resist<br>+10% Life Steal</stats><br><br><active>UNIQUE Active - Quicksilver:</active> Removes all debuffs and also grants +50% bonus Movement Speed for 1 second (90 second cooldown).","0.5","1","90","","","","","","[""3140"",""1037"",""1053""]","525","true","2520","3600","","","3139","3139.png","item","48","item1.png","48","336","96","","","false","false","true","true","false","true","Mercurial Scimitar","Activate to remove all debuffs and grant massive Movement Speed","","+65 Attack Damage +35 Magic Resist +10% Life Steal UNIQUE Active - Quicksilver: Removes all debuffs and also grants +50% bonus Movement Speed for 1 second (90 second cooldown).","","","","","","","","","","65.0","35.0","","0.1","","[""Active"",""Damage"",""LifeSteal"",""NonbootsMovement"",""SpellBlock""]"
"","","","2","<stats>+150 Health</stats><br><br><active>UNIQUE Active - Warding:</active> Consumes a charge to place a <font color='#BBFFFF'>Stealth Ward</font> that reveals the surrounding area for 150 seconds.  Holds up to 3 charges which refill upon visiting the shop. <br><br><rules>(A player may only have 3 <font color='#BBFFFF'>Stealth Wards</font> on the map at one time. Unique Passives with the same name don't stack.)</rules>","3","150","","","","","","","[""1028""]","400","true","320","800","","","2049","2049.png","item","48","item0.png","48","432","144","","[""2045"",""2301"",""2302"",""2303""]","false","false","true","false","false","false","Sightstone","Increases Health and provides Stealth Wards over time","","+150 Health UNIQUE Active - Warding: Consumes a charge to place a Stealth Ward that reveals the surrounding area for 150 seconds. Holds up to 3 charges which refill upon visiting the shop. (A player may only have 3 Stealth Wards on the map at one time. Unique Passives with the same name don't stack.)","","","","","150.0","","","","","","","","","","[""Active"",""Health"",""Vision""]"
"","","","3","<stats>+50% Attack Speed<br>+45 Magic Resist<br>+10% Cooldown Reduction</stats><br><br><active>UNIQUE Active - Quicksilver:</active> Removes all debuffs, and if the champion is melee, also grants +50% bonus Movement Speed for 1 second (90 second cooldown).","0.5","1","90","","","","","","[""3140"",""3101""]","200","true","1890","2700","","","3137","3137.png","item","48","item1.png","48","288","96","","","false","true","false","false","false","true","Dervish Blade","Activate to remove all debuffs and grant massive Movement Speed","","+50% Attack Speed +45 Magic Resist +10% Cooldown Reduction UNIQUE Active - Quicksilver: Removes all debuffs, and if the champion is melee, also grants +50% bonus Movement Speed for 1 second (90 second cooldown).","","","","","","","","","","","45.0","0.5","","","[""Active"",""AttackSpeed"",""CooldownReduction"",""NonbootsMovement"",""SpellBlock""]"
"mask","","","2","<stats>+25 Ability Power<br>+200 Health</stats><br><br><unique>UNIQUE Passive - Eyes of Pain:</unique> +15 <a href='FlatMagicPen'>Magic Penetration</a>","15","","","","","","","","[""1028"",""1052""]","765","true","1120","1600","","","3136","3136.png","item","48","item1.png","48","240","96","","[""3151""]","false","true","true","true","false","true","Haunting Guise","Increases magic damage","","+25 Ability Power +200 Health UNIQUE Passive - Eyes of Pain: +15 Magic Penetration","","0","","","200.0","","","25.0","","","","","","","[""Health"",""MagicPenetration"",""SpellDamage""]"
"","true","true","","<consumable>Click to Consume:</consumable> Grants detection of nearby invisible units for up to 5 minutes or until death.","","","","","","","","","","250","true","100","250","","","2047","2047.png","item","48","item0.png","48","384","144","","","false","false","false","true","false","false","Oracle's Extract","Allows champion to see invisible units","","Click to Consume: Grants detection of nearby invisible units for up to 5 minutes or until death.","","","","","","","","","","","","","","","[""Consumable"",""Stealth"",""Vision""]"
"","","","2","<stats>+80 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> +35% <a href='TotalMagicPen'>Magic Penetration</a>.","0.35","","","","","","","","[""1026"",""1052""]","1365","true","1855","2650","","","3135","3135.png","item","48","item1.png","48","192","96","","","false","true","true","true","false","true","Void Staff","Increases magic damage","","+80 Ability Power UNIQUE Passive: +35% Magic Penetration.","","","","","","","","80.0","","","","","","","[""MagicPenetration"",""SpellDamage""]"
"","","","4","<stats>+40% Attack Speed<br>+60 Magic Damage on Hit</stats><br><br><passive>Passive - Phantom Hit:</passive> Every other basic attack will trigger on Hit effects an additional time. Ranged champions trigger this every fourth attack.","30","20","1.5","5","30","-0.2","2","20","[""1403""]","2450","false","3430","2450","JungleItems","true","3930","3930.png","item","48","item3.png","48","0","48","false","","false","true","true","false","false","false","Enchantment: Sated Devourer","","","+40% Attack Speed +60 Magic Damage on Hit Passive - Phantom Hit: Every other basic attack will trigger on Hit effects an additional time. Ranged champions trigger this every fourth attack.","1403","","","","","","","","","","","","","","[""AttackSpeed"",""Damage"",""Jungle"",""OnHit""]"
"","","","4","<stats>+40% Attack Speed<br>+60 Magic Damage on Hit</stats><br><br><passive>Passive - Phantom Hit:</passive> Every other basic attack will trigger on Hit effects an additional time. Ranged champions trigger this every fourth attack.","30","20","1.5","5","30","3","20","18","[""1415""]","2450","false","3430","2450","JungleItems","true","3931","3931.png","item","48","item3.png","48","48","48","false","","false","true","true","false","false","false","Enchantment: Sated Devourer","","","+40% Attack Speed +60 Magic Damage on Hit Passive - Phantom Hit: Every other basic attack will trigger on Hit effects an additional time. Ranged champions trigger this every fourth attack.","1415","","","","","","","","","","","","","","[""AttackSpeed"",""Damage"",""Jungle"",""OnHit""]"
"","","","4","<stats>+40% Attack Speed<br>+60 Magic Damage on Hit</stats><br><br><passive>Passive - Phantom Hit:</passive> Every other basic attack will trigger on Hit effects an additional time. Ranged champions trigger this every fourth attack.","30","20","1.5","5","30","3","20","30","[""1411""]","2450","false","3430","2450","JungleItems","true","3932","3932.png","item","48","item3.png","48","96","48","false","","false","true","true","false","false","false","Enchantment: Sated Devourer","","","+40% Attack Speed +60 Magic Damage on Hit Passive - Phantom Hit: Every other basic attack will trigger on Hit effects an additional time. Ranged champions trigger this every fourth attack.","1411","","","","","","","","","","","","","","[""AttackSpeed"",""Damage"",""Jungle"",""OnHit""]"
"Bloodbag","","","3","<stats>+75 Attack Damage<br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> Dealing physical damage heals for 15% of the damage dealt. This is 33% as effective for Area of Effect damage.<br><unique>UNIQUE Passive:</unique> 15% of damage taken is dealt as a Bleed effect over 3 seconds instead.","0.15","0.15","3","","","","","","[""1053"",""1037"",""3133""]","625","true","2450","3500","","","3812","3812.png","item","48","item3.png","48","96","432","","","false","true","true","true","false","true","Death's Dance","Trades incoming damage now for incoming damage later","","+75 Attack Damage +10% Cooldown Reduction UNIQUE Passive: Dealing physical damage heals for 15% of the damage dealt. This is 33% as effective for Area of Effect damage. UNIQUE Passive: 15% of damage taken is dealt as a Bleed effect over 3 seconds instead.","","0","","","","","","","","75.0","","","","","[""CooldownReduction"",""Damage"",""LifeSteal""]"
"","","","3","<stats>+55 Attack Damage<br>+40 Magic Resist<br>+10 <a href='FlatArmorPen'>Armor Penetration</a></stats><br><br><unique>UNIQUE Passive - Lifeline:</unique> Upon taking magic damage that would reduce Health below 30%, grants a shield that absorbs magic damage equal to 300 + 1 per bonus Magic Resistance for 5 seconds (90 second cooldown).<br><unique>UNIQUE Passive - Lifegrip:</unique> When Lifeline triggers, gain +10% Spell Vamp and +10% Life Steal until out of combat.","1","35","0.3","300","5","90","0","0","[""3155"",""3134""]","850","true","2275","3250","","","3156","3156.png","item","48","item1.png","48","0","192","","","false","true","true","true","false","true","Maw of Malmortius","Grants bonus Attack Damage when Health is low","","+55 Attack Damage +40 Magic Resist +10 Armor Penetration UNIQUE Passive - Lifeline: Upon taking magic damage that would reduce Health below 30%, grants a shield that absorbs magic damage equal to 300 + 1 per bonus Magic Resistance for 5 seconds (90 second cooldown). UNIQUE Passive - Lifegrip: When Lifeline triggers, gain +10% Spell Vamp and +10% Life Steal until out of combat.","","0","","","","","","","","55.0","40.0","","","","[""ArmorPenetration"",""Damage"",""LifeSteal"",""SpellBlock"",""SpellVamp""]"
"lw","","","2","<stats>+25 Attack Damage</stats><br><br><unique>UNIQUE Passive - Last Whisper:</unique> +30% <a href='BonusArmorPen'>Bonus Armor Penetration</a>","0.3","0.45","","","","","","","[""1037""]","425","true","910","1300","","","3035","3035.png","item","48","item0.png","48","336","288","","[""3033"",""3036""]","false","true","true","true","false","true","Last Whisper","Overcomes enemies with high Armor","","+25 Attack Damage UNIQUE Passive - Last Whisper: +30% Bonus Armor Penetration","","","","","","","","","","25.0","","","","","[""ArmorPenetration"",""Damage""]"
"","","","2","<stats>+20 Attack Damage<br>+35 Magic Resist</stats><br><br><unique>UNIQUE Passive - Lifeline:</unique> Upon taking magic damage that would reduce Health below 30%, grants a shield that absorbs 110 to 280 (based on level) magic damage for 5 seconds (90 second cooldown).","0.3","110","5","90","280","100","10","","[""1036"",""1033""]","500","true","910","1300","","","3155","3155.png","item","48","item1.png","48","432","144","","[""3156""]","false","true","true","true","false","true","Hexdrinker","Increases Attack Damage and Magic Resist","","+20 Attack Damage +35 Magic Resist UNIQUE Passive - Lifeline: Upon taking magic damage that would reduce Health below 30%, grants a shield that absorbs 110 to 280 (based on level) magic damage for 5 seconds (90 second cooldown).","","0","","","","","","","","20.0","35.0","","","","[""Damage"",""SpellBlock""]"
"gs","","","2","<stats>+10 Attack Damage</stats><br><br><unique>UNIQUE Passive - Giant Slayer:</unique> Grants up to +10% physical damage against enemy champions with greater maximum Health than you (+1% damage per 50 Health difference, maxing at 500 Health difference).<br><br><rules>(Unique Passives with the same name don't stack.)</rules>","0.1","50","0.01","500","","","","","[""1036""]","650","true","700","1000","","","3034","3034.png","item","48","item3.png","48","96","384","","[""3036""]","false","true","true","true","false","true","Giant Slayer","Overcomes enemies with high Health","","+10 Attack Damage UNIQUE Passive - Giant Slayer: Grants up to +10% physical damage against enemy champions with greater maximum Health than you (+1% damage per 50 Health difference, maxing at 500 Health difference). (Unique Passives with the same name don't stack.)","","","","","","","","","","10.0","","","","","[""Damage""]"
"lw;grievous","","","3","<stats>+40 Attack Damage</stats><br><br><unique>UNIQUE Passive - Executioner:</unique> Physical damage inflicts <a href='GrievousWounds'>Grievous Wounds</a> on enemy champions for 5 seconds.<br><unique>UNIQUE Passive - Last Whisper:</unique> +45% <a href='BonusArmorPen'>Bonus Armor Penetration</a>.","5","0.45","","","","","","","[""3035"",""3123""]","600","true","1890","2700","","","3033","3033.png","item","48","item3.png","48","48","384","","","false","true","true","true","false","true","Mortal Reminder","Overcomes enemies with high Health recovery and Armor","","+40 Attack Damage UNIQUE Passive - Executioner: Physical damage inflicts Grievous Wounds on enemy champions for 5 seconds. UNIQUE Passive - Last Whisper: +45% Bonus Armor Penetration.","","","","","","","","","","40.0","","","","","[""ArmorPenetration"",""Damage""]"
"brk;bork;bork;bork;botrk","","","4","<stats>+25 Attack Damage<br>+40% Attack Speed<br>+10% Life Steal</stats><br><br><unique>UNIQUE Passive:</unique> Basic attacks deal 6% of the target's current Health in bonus physical damage (max 60 vs. monsters and minions) on hit. Life Steal applies to this damage.<br><active>UNIQUE Active:</active> Deals 10% of target champion's maximum Health (min. 100) as physical damage, heals for the same amount, and steals 25% of the target's Movement Speed for 3 seconds (90 second cooldown).","0.06","","","","","","","","[""3144"",""1043""]","750","true","2380","3400","","","3153","3153.png","item","48","item1.png","48","336","144","","","false","true","true","true","false","true","Blade of the Ruined King","Deals damage based on target's Health, can steal Health and Movement Speed","","+25 Attack Damage +40% Attack Speed +10% Life Steal UNIQUE Passive: Basic attacks deal 6% of the target's current Health in bonus physical damage (max 60 vs. monsters and minions) on hit. Life Steal applies to this damage. UNIQUE Active: Deals 10% of target champion's maximum Health (min. 100) as physical damage, heals for the same amount, and steals 25% of the target's Movement Speed for 3 seconds (90 second cooldown).","","","","","","","","","","25.0","","0.4","0.1","","[""Active"",""AttackSpeed"",""Damage"",""LifeSteal"",""NonbootsMovement"",""OnHit""]"
"wota","","","3","<stats>+80 Ability Power<br>+10% Cooldown Reduction</stats><br><br><unique>UNIQUE Passive:</unique> Your spells and abilities heal you for 15% of the damage dealt, calculated before your target's resistances.  This effect is reduced to one third for AoE effects.","0.15","0.05","","","","","","","[""3145"",""3108""]","300","true","1610","2300","","","3152","3152.png","item","48","item1.png","48","288","144","","","false","true","true","true","false","true","Will of the Ancients","Grants Spell Vamp and Ability Power","","+80 Ability Power +10% Cooldown Reduction UNIQUE Passive: Your spells and abilities heal you for 15% of the damage dealt, calculated before your target's resistances. This effect is reduced to one third for AoE effects.","","","","","","","","80.0","","","","","","","[""CooldownReduction"",""SpellDamage"",""SpellVamp""]"
"ie","","","2","<stats>+65 Attack Damage<br>+20% Critical Strike Chance</stats><br><br><unique>UNIQUE Passive:</unique> Critical strike bonus damage is increased by 50%.","0.5","","","","","","","","[""1038"",""1037"",""1018""]","625","true","2520","3600","","","3031","3031.png","item","48","item0.png","48","288","288","","","false","false","true","true","false","true","Infinity Edge","Massively enhances critical strikes","","+65 Attack Damage +20% Critical Strike Chance UNIQUE Passive: Critical strike bonus damage is increased by 50%.","","","","0.2","","","","","","65.0","","","","","[""CriticalStrike"",""Damage""]"
"mask","","","3","<stats>+80 Ability Power<br>+300 Health</stats><br><br><unique>UNIQUE Passive - Eyes of Pain:</unique> +15 <a href='FlatMagicPen'>Magic Penetration</a><br><unique>UNIQUE Passive:</unique> Spells burn enemies for 3 seconds, dealing bonus magic damage equal to 2% of their current Health per second. Burn damage is doubled against <a href='MovementImpaired'>movement-impaired</a> units.","15","0.02","3","100","2","","","","[""3136"",""1026""]","750","true","2240","3200","","","3151","3151.png","item","48","item1.png","48","240","144","","","false","true","true","true","false","true","Liandry's Torment","Spell damage burns enemies for a portion of their Health","","+80 Ability Power +300 Health UNIQUE Passive - Eyes of Pain: +15 Magic Penetration UNIQUE Passive: Spells burn enemies for 3 seconds, dealing bonus magic damage equal to 2% of their current Health per second. Burn damage is doubled against movement-impaired units.","","0","","","300.0","","","80.0","","","","","","","[""Health"",""MagicPenetration"",""SpellDamage""]"
"","","","3","<stats>+40% Attack Speed<br>+30 Magic Damage on Hit</stats><br><br><unique>UNIQUE Passive - Devouring Spirit:</unique> Takedowns on large monsters and Champions increase the magic damage of this item by +1. Takedowns on Rift Scuttlers and Rift Herald increase the magic damage of this item by +2. Takedowns on Dragon and Baron increase the magic damage of this item by +5. At 30 Stacks, your Devourer becomes Sated, granting extra on Hit effects.","30","20","1.8","5","30","-0.2","2","3","[""1043"",""3706""]","450","true","1715","2450","JungleItems","true","1403","1403.png","item","48","item3.png","48","48","288","","[""3930""]","false","true","true","false","false","false","Enchantment: Devourer","Increases Attack Speed, and gives increasing power as you kill Jungle Monsters and Champions","","+40% Attack Speed +30 Magic Damage on Hit UNIQUE Passive - Devouring Spirit: Takedowns on large monsters and Champions increase the magic damage of this item by +1. Takedowns on Rift Scuttlers and Rift Herald increase the magic damage of this item by +2. Takedowns on Dragon and Baron increase the magic damage of this item by +5. At 30 Stacks, your Devourer becomes Sated, granting extra on Hit effects.","","","","","","","","","","","","0.4","","",""
"jungle;Jungle;jangle","","","2","<groupLimit>Limited to 1 Jungle item</groupLimit><br><br><stats>+10% Life Steal vs. Monsters<br><mana>+180% Base Mana Regen while in Jungle</mana></stats><br><br><unique>UNIQUE Passive - Chilling Smite:</unique> Smite can be cast on enemy champions, dealing reduced true damage and stealing 20% Movement Speed for 2 seconds. <br><unique>UNIQUE Passive - Tooth / Nail:</unique> Basic attacks deal 20 bonus damage vs. monsters. Damaging a monster with a spell or attack steals 30 Health over 5 seconds. Killing a Large Monster grants +30 bonus experience.","30","20","1.8","5","30","-0.2","2","3","[""1039"",""1041""]","300","true","700","1000","JungleItems","","3706","3706.png","item","48","item2.png","48","192","192","","[""1400"",""1401"",""1402"",""1403""]","false","true","true","false","false","false","Stalker's Blade","Lets your Smite slow Champions","","Limited to 1 Jungle item +10% Life Steal vs. Monsters +180% Base Mana Regen while in Jungle UNIQUE Passive - Chilling Smite: Smite can be cast on enemy champions, dealing reduced true damage and stealing 20% Movement Speed for 2 seconds. UNIQUE Passive - Tooth / Nail: Basic attacks deal 20 bonus damage vs. monsters. Damaging a monster with a spell or attack steals 30 Health over 5 seconds. Killing a Large Monster grants +30 bonus experience.","","","","","","","","","","","","","","","[""Jungle"",""LifeSteal"",""ManaRegen"",""NonbootsMovement"",""OnHit"",""Slow""]"
"","","","3","<stats>+60 Ability Power<br>+7% Movement Speed</stats><br><br><unique>UNIQUE Passive - Echo:</unique> Gain charges upon moving or casting. At 100 charges, the next damaging spell hit expends all charges to deal 60 (+10% of Ability Power) bonus magic damage to up to 4 targets on hit.<br><br>This effect deals 250% damage to Large Monsters. Hitting a Large Monster with this effect will restore 18% of your missing Mana.","30","20","1.8","5","30","-0.2","2","3","[""3113"",""1052"",""3706""]","340","true","1837","2625","JungleItems","true","1402","1402.png","item","48","item3.png","48","0","288","","","false","true","true","false","false","false","Enchantment: Runic Echoes","Grants Ability Power and periodically empowers your Spells","","+60 Ability Power +7% Movement Speed UNIQUE Passive - Echo: Gain charges upon moving or casting. At 100 charges, the next damaging spell hit expends all charges to deal 60 (+10% of Ability Power) bonus magic damage to up to 4 targets on hit. This effect deals 250% damage to Large Monsters. Hitting a Large Monster with this effect will restore 18% of your missing Mana.","","","","","","","","60.0","","","","","","0.07",""
"","","","3","<stats>+400 Health<br>+15% Bonus Health</stats><br><br><unique>UNIQUE Passive - Immolate:</unique> Deals 15 (+0.6 per champion level) magic damage a second to nearby enemies while in combat. Deals 100% bonus damage to monsters. ","30","20","1.8","5","30","-0.2","2","3","[""3751"",""3706""]","525","true","1837","2625","JungleItems","true","1401","1401.png","item","48","item3.png","48","432","240","","","false","true","true","false","false","false","Enchantment: Cinderhulk","Grants Health and Immolate Aura","","+400 Health +15% Bonus Health UNIQUE Passive - Immolate: Deals 15 (+0.6 per champion level) magic damage a second to nearby enemies while in combat. Deals 100% bonus damage to monsters.","","","","","400.0","","","","","","","","","",""
"roa","","","3","<stats>+300 Health<br><mana>+400 Mana</mana><br>+80 Ability Power</stats><br><br><passive>Passive:</passive> Grants +20 Health, +40 Mana, and +4 Ability Power per stack (max +200 Health, +400 Mana, and +40 Ability Power). Grants 1 stack per 40 seconds (max 10 stacks).<br><unique>UNIQUE Passive - Valor's Reward:</unique> Upon leveling up, restores 150 Health and 200 Mana over 8 seconds.","20","40","4","1","40","10","","","[""3010"",""1026""]","950","true","2100","3000","","","3029","3029.png","item","48","item0.png","48","240","288","","","false","false","false","false","false","true","Rod of Ages (Crystal Scar)","Greatly increases Health, Mana, and Ability Power","","+300 Health +400 Mana +80 Ability Power Passive: Grants +20 Health, +40 Mana, and +4 Ability Power per stack (max +200 Health, +400 Mana, and +40 Ability Power). Grants 1 stack per 40 seconds (max 10 stacks). UNIQUE Passive - Valor's Reward: Upon leveling up, restores 150 Health and 200 Mana over 8 seconds.","","","","","300.0","","400.0","80.0","","","","","","","[""Health"",""HealthRegen"",""Mana"",""ManaRegen"",""SpellDamage""]"
"","","","3","<stats>+60 Attack Damage<br>+10% Cooldown Reduction</stats>","30","20","1.8","5","30","-0.2","2","3","[""3133"",""3706""]","525","true","1837","2625","JungleItems","true","1400","1400.png","item","48","item3.png","48","384","240","","","false","true","true","false","false","false","Enchantment: Warrior","Grants Attack Damage and Cooldown Reduction","","+60 Attack Damage +10% Cooldown Reduction","","","","","","","","","","60.0","","","","",""
"","","","2","<stats>+25 Magic Resist<br><mana>+50% Base Mana Regen </mana></stats><br><br><unique>UNIQUE Passive - Mana Font:</unique> Restores 2% of missing Mana every 5 seconds.","2","5","","","","","","","[""1004"",""1033"",""1004""]","300","true","700","1000","","","3028","3028.png","item","48","item0.png","48","192","288","","[""3174"",""3222""]","false","true","true","true","false","true","Chalice of Harmony","Greatly increases Mana Regen","","+25 Magic Resist +50% Base Mana Regen UNIQUE Passive - Mana Font: Restores 2% of missing Mana every 5 seconds.","","","","","","","","","","","25.0","","","","[""ManaRegen"",""SpellBlock""]"
"roa","","","3","<stats>+300 Health<br><mana>+400 Mana</mana><br>+80 Ability Power</stats><br><br><passive>Passive:</passive> Grants +20 Health, +40 Mana, and +4 Ability Power per stack (max +200 Health, +400 Mana, and +40 Ability Power). Grants 1 stack per minute (max 10 stacks).<br><unique>UNIQUE Passive - Valor's Reward:</unique> Upon leveling up, restores 150 Health and 200 Mana over 8 seconds.","20","40","4","1","10","150","200","8","[""3010"",""1026""]","950","true","2100","3000","","","3027","3027.png","item","48","item0.png","48","144","288","","","false","true","true","true","false","false","Rod of Ages","Greatly increases Health, Mana, and Ability Power","","+300 Health +400 Mana +80 Ability Power Passive: Grants +20 Health, +40 Mana, and +4 Ability Power per stack (max +200 Health, +400 Mana, and +40 Ability Power). Grants 1 stack per minute (max 10 stacks). UNIQUE Passive - Valor's Reward: Upon leveling up, restores 150 Health and 200 Mana over 8 seconds.","","","","","300.0","","400.0","80.0","","","","","","","[""Health"",""HealthRegen"",""Mana"",""ManaRegen"",""SpellDamage""]"
"","","","3","<stats>+75 Attack Damage<br>+5% Movement Speed</stats><br><br><unique>UNIQUE Passive:</unique> +10 <a href='FlatArmorPen'>Armor Penetration</a><br><unique>UNIQUE Passive:</unique> Basic Attacks on an enemy champion apply <unlockedPassive>Nightfall</unlockedPassive> (120 second cooldown).<br><br><unlockedPassive>Nightfall:</unlockedPassive> After 2 seconds, deal physical damage equal to 90 plus 25% of the target's missing health. If you get a kill or assist on the target before Nightfall ends, the cooldown is refunded.","10","0","2","0.25","120","60","90","","[""3134"",""1038""]","850","true","2275","3250","","","3147","3147.png","item","48","item3.png","48","192","432","","","false","false","true","true","false","true","Duskblade of Draktharr","Deals a delayed burst of damage on hit.","","+75 Attack Damage +5% Movement Speed UNIQUE Passive: +10 Armor Penetration UNIQUE Passive: Basic Attacks on an enemy champion apply Nightfall (120 second cooldown). Nightfall: After 2 seconds, deal physical damage equal to 90 plus 25% of the target's missing health. If you get a kill or assist on the target before Nightfall ends, the cooldown is refunded.","","","","","","","","","","75.0","","","","0.05","[""ArmorPenetration"",""Damage"",""NonbootsMovement"",""OnHit""]"
"ga","","","3","<stats>+60 Armor<br>+60 Magic Resist</stats><br><br><unique>UNIQUE Passive:</unique> Upon taking lethal damage, restores the greater of 700 Health or 30% of maximum Health and 30% of maximum Mana after 4 seconds of stasis (300 second cooldown).","0.3","4","300","700","","","","","[""1057"",""1031""]","1180","true","1080","2700","","","3026","3026.png","item","48","item0.png","48","96","288","","","false","false","true","false","false","true","Guardian Angel","Periodically revives champion upon death","","+60 Armor +60 Magic Resist UNIQUE Passive: Upon taking lethal damage, restores the greater of 700 Health or 30% of maximum Health and 30% of maximum Mana after 4 seconds of stasis (300 second cooldown).","","","60.0","","","","","","","","60.0","","","","[""Armor"",""SpellBlock""]"
"","","","4","<stats>+40 Attack Damage<br>+80 Ability Power</stats><br><br><unique>UNIQUE Passive:</unique> Heal for 15% of damage dealt. This is 33% as effective for Area of Effect damage.<br><active>UNIQUE Active:</active> Deals 150 (+40% of Ability Power) magic damage and slows the target champion's Movement Speed by 40% for 2 seconds (30 second cooldown).","0.15","","","","","","","","[""3144"",""3145""]","550","true","2380","3400","","","3146","3146.png","item","48","item1.png","48","192","144","","","false","true","true","true","false","true","Hextech Gunblade","Increases Attack Damage and Ability Power, activate to slow a target","","+40 Attack Damage +80 Ability Power UNIQUE Passive: Heal for 15% of damage dealt. This is 33% as effective for Area of Effect damage. UNIQUE Active: Deals 150 (+40% of Ability Power) magic damage and slows the target champion's Movement Speed by 40% for 2 seconds (30 second cooldown).","","","","","","","","80.0","","40.0","","","","","[""Active"",""Damage"",""LifeSteal"",""Slow"",""SpellDamage"",""SpellVamp""]"
"frozen fist","","","3","<stats>+65 Armor<br>+20% Cooldown Reduction<br><mana>+500 Mana</mana></stats><br><br><unique>UNIQUE Passive - Spellblade:</unique> After using an ability, the next basic attack deals bonus physical damage equal to 100% of base Attack Damage in an area and creates an icy zone for 2 seconds that slows Movement Speed by 30% (1.5 second cooldown).<br><br>Size of zone increases with bonus armor.","-0.2","1","2","-0.3","1.5","","","","[""3057"",""3024""]","650","true","1890","2700","","","3025","3025.png","item","48","item0.png","48","48","288","","","false","true","true","true","false","true","Iceborn Gauntlet","Basic attacks create a slow field after spell cast","","+65 Armor +20% Cooldown Reduction +500 Mana UNIQUE Passive - Spellblade: After using an ability, the next basic attack deals bonus physical damage equal to 100% of base Attack Damage in an area and creates an icy zone for 2 seconds that slows Movement Speed by 30% (1.5 second cooldown). Size of zone increases with bonus armor.","","","65.0","","","","500.0","","","","","","","","[""Armor"",""CooldownReduction"",""Mana"",""Slow""]"
"","","","3","<stats>+400 Health<br>+15% Bonus Health</stats><br><br><unique>UNIQUE Passive - Immolate:</unique> Deals 15 (+0.6 per champion level) magic damage a second to nearby enemies while in combat. Deals 100% bonus damage to monsters. ","30","20","1.8","5","30","3","20","30","[""3751"",""3711""]","525","true","1837","2625","JungleItems","true","1409","1409.png","item","48","item3.png","48","336","288","","","false","false","true","false","false","false","Enchantment: Cinderhulk","Grants Health and Immolate Aura","","+400 Health +15% Bonus Health UNIQUE Passive - Immolate: Deals 15 (+0.6 per champion level) magic damage a second to nearby enemies while in combat. Deals 100% bonus damage to monsters.","","","","","400.0","","","","","","","","","",""
"","","","3","<stats>+60 Attack Damage<br>+10% Cooldown Reduction</stats>","30","20","1.8","5","30","3","20","30","[""3133"",""3711""]","525","true","1837","2625","JungleItems","true","1408","1408.png","item","48","item3.png","48","288","288","","","false","false","true","false","false","false","Enchantment: Warrior","Grants Attack Damage and Cooldown Reduction","","+60 Attack Damage +10% Cooldown Reduction","","","","","","","","","","60.0","","","","",""
